request_id,client_id,tenant_id,slo_class,vllm_priority,session_id,round_index,prefix_group,prefix_length,streaming,input_tokens,output_tokens,text_tokens,image_tokens,audio_tokens,video_tokens,reason_ratio,model,deadline_us,server_input_tokens,arrival_time_us,send_time_us,first_chunk_time_us,last_chunk_time_us,num_chunks,status,error_message,finish_reason
203,sheddable,,sheddable,6,,0,,0,true,912,142,0,0,0,0,0,,0,916,39708425,1780944149028092,1780944149109641,1780944151564367,143,ok,,length
206,sheddable,,sheddable,6,,0,,0,true,1218,191,0,0,0,0,0,,0,1230,40079478,1780944149399597,1780944149516529,1780944152846122,192,ok,,length
202,critical,,critical,0,,0,,0,true,1485,236,0,0,0,0,0,,0,1463,39513502,1780944148833572,1780944148930370,1780944153052583,237,ok,,length
201,sheddable,,sheddable,6,,0,,0,true,1029,264,0,0,0,0,0,,0,1015,39415681,1780944148735333,1780944148817127,1780944153464283,265,ok,,length
200,critical,,critical,0,,0,,0,true,535,284,0,0,0,0,0,,0,524,39325282,1780944148644859,1780944148749289,1780944153820804,285,ok,,length
214,sheddable,,sheddable,6,,0,,0,true,654,141,0,0,0,0,0,,0,679,42076762,1780944151397165,1780944151459995,1780944153924203,142,ok,,length
207,sheddable,,sheddable,6,,0,,0,true,758,246,0,0,0,0,0,,0,780,40608402,1780944149928704,1780944150002123,1780944154281147,247,ok,,length
211,critical,,critical,0,,0,,0,true,1141,220,0,0,0,0,0,,0,1107,41475349,1780944150795855,1780944150891470,1780944154700236,221,ok,,length
205,sheddable,,sheddable,6,,0,,0,true,840,303,0,0,0,0,0,,0,847,40046426,1780944149366678,1780944149445419,1780944154700375,304,ok,,length
212,critical,,critical,0,,0,,0,true,1229,232,0,0,0,0,0,,0,1239,41568157,1780944150888154,1780944150980135,1780944154919145,233,ok,,length
204,critical,,critical,0,,0,,0,true,865,335,0,0,0,0,0,,0,847,39871754,1780944149192217,1780944149269529,1780944155020679,336,ok,,length
209,critical,,critical,0,,0,,0,true,637,284,0,0,0,0,0,,0,651,41059816,1780944150379597,1780944150443081,1780944155305454,285,ok,,length
208,sheddable,,sheddable,6,,0,,0,true,902,293,0,0,0,0,0,,0,890,40859557,1780944150180034,1780944150251158,1780944155306027,294,ok,,length
213,sheddable,,sheddable,6,,0,,0,true,709,269,0,0,0,0,0,,0,697,41627583,1780944150947895,1780944151030780,1780944155578615,270,ok,,length
218,sheddable,,sheddable,6,,0,,0,true,1285,227,0,0,0,0,0,,0,1296,42640359,1780944151960718,1780944152119806,1780944155915401,228,ok,,length
210,critical,,critical,0,,0,,0,true,639,344,0,0,0,0,0,,0,669,41289371,1780944150608853,1780944150671824,1780944156601986,345,ok,,length
215,sheddable,,sheddable,6,,0,,0,true,760,296,0,0,0,0,0,,0,762,42524802,1780944151844805,1780944151911483,1780944157002145,297,ok,,length
220,sheddable,,sheddable,6,,0,,0,true,1011,276,0,0,0,0,0,,0,1017,43225959,1780944152545785,1780944152650217,1780944157460409,277,ok,,length
223,sheddable,,sheddable,6,,0,,0,true,831,214,0,0,0,0,0,,0,848,44312819,1780944153632849,1780944153688949,1780944157463349,215,ok,,length
222,critical,,critical,0,,0,,0,true,1236,241,0,0,0,0,0,,0,1241,43973105,1780944153293052,1780944153389570,1780944157668664,242,ok,,length
216,sheddable,,sheddable,6,,0,,0,true,1170,327,0,0,0,0,0,,0,1153,42580671,1780944151900948,1780944151995106,1780944157829692,328,ok,,length
219,critical,,critical,0,,0,,0,true,1623,319,0,0,0,0,0,,0,1629,43158176,1780944152478410,1780944152580939,1780944158188299,320,ok,,length
217,critical,,critical,0,,0,,0,true,1071,359,0,0,0,0,0,,0,1054,42613169,1780944151933582,1780944152096901,1780944158491835,360,ok,,length
224,critical,,critical,0,,0,,0,true,906,268,0,0,0,0,0,,0,923,44376191,1780944153696172,1780944153775933,1780944158566820,269,ok,,length
226,critical,,critical,0,,0,,0,true,1154,255,0,0,0,0,0,,0,1195,44978486,1780944154298325,1780944154379685,1780944159025010,256,ok,,length
227,critical,,critical,0,,0,,0,true,775,267,0,0,0,0,0,,0,782,45154693,1780944154474778,1780944154551219,1780944159429879,268,ok,,length
221,critical,,critical,0,,0,,0,true,521,344,0,0,0,0,0,,0,516,43817450,1780944153137187,1780944153199849,1780944159429903,345,ok,,length
225,sheddable,,sheddable,6,,0,,0,true,706,301,0,0,0,0,0,,0,689,44749884,1780944154069924,1780944154133783,1780944159606189,302,ok,,length
234,sheddable,,sheddable,6,,0,,0,true,1346,170,0,0,0,0,0,,0,1316,47095708,1780944156415993,1780944156526728,1780944159760195,171,ok,,length
228,critical,,critical,0,,0,,0,true,1464,278,0,0,0,0,0,,0,1475,45767917,1780944155087699,1780944155186479,1780944160340701,279,ok,,length
231,critical,,critical,0,,0,,0,true,549,246,0,0,0,0,0,,0,564,46619652,1780944155939251,1780944156013169,1780944160729080,247,ok,,length
239,sheddable,,sheddable,6,,0,,0,true,869,178,0,0,0,0,0,,0,894,47883983,1780944157203424,1780944157341367,1780944160760365,179,ok,,length
238,critical,,critical,0,,0,,0,true,896,191,0,0,0,0,0,,0,885,47883759,1780944157203226,1780944157341432,1780944161009382,192,ok,,length
232,sheddable,,sheddable,6,,0,,0,true,524,257,0,0,0,0,0,,0,529,46799512,1780944156119802,1780944156172775,1780944161101916,258,ok,,length
241,sheddable,,sheddable,6,,0,,0,true,567,209,0,0,0,0,0,,0,573,48023015,1780944157342556,1780944157463598,1780944161332588,210,ok,,length
229,critical,,critical,0,,0,,0,true,1216,319,0,0,0,0,0,,0,1198,46082403,1780944155402131,1780944155489476,1780944161429996,320,ok,,length
233,sheddable,,sheddable,6,,0,,0,true,1293,271,0,0,0,0,0,,0,1316,47029777,1780944156350089,1780944156451375,1780944161568358,272,ok,,length
252,sheddable,,sheddable,6,,0,,0,true,1505,175,0,0,0,0,0,,0,1528,49326964,1780944158646833,1780944158740347,1780944161931603,176,ok,,length
240,critical,,critical,0,,0,,0,true,975,249,0,0,0,0,0,,0,972,48017370,1780944157337469,1780944157463360,1780944162054699,250,ok,,length
244,critical,,critical,0,,0,,0,true,513,244,0,0,0,0,0,,0,507,48329317,1780944157649546,1780944157710476,1780944162200331,245,ok,,length
248,sheddable,,sheddable,6,,0,,0,true,1074,215,0,0,0,0,0,,0,1064,48850723,1780944158170695,1780944158251271,1780944162215439,216,ok,,length
245,sheddable,,sheddable,6,,0,,0,true,536,248,0,0,0,0,0,,0,542,48350567,1780944157670907,1780944157739949,1780944162276721,249,ok,,length
230,critical,,critical,0,,0,,0,true,1316,345,0,0,0,0,0,,0,1341,46454338,1780944155774364,1780944155858685,1780944162291373,346,ok,,length
243,sheddable,,sheddable,6,,0,,0,true,1231,277,0,0,0,0,0,,0,1230,48128076,1780944157447892,1780944157547140,1780944162548043,278,ok,,length
242,sheddable,,sheddable,6,,0,,0,true,444,280,0,0,0,0,0,,0,448,48023958,1780944157343405,1780944157464602,1780944162548301,281,ok,,length
236,sheddable,,sheddable,6,,0,,0,true,1103,291,0,0,0,0,0,,0,1090,47768598,1780944157089155,1780944157201887,1780944162622703,292,ok,,length
246,sheddable,,sheddable,6,,0,,0,true,590,268,0,0,0,0,0,,0,581,48461252,1780944157780805,1780944157850815,1780944162708266,269,ok,,length
235,sheddable,,sheddable,6,,0,,0,true,954,303,0,0,0,0,0,,0,962,47705765,1780944157025815,1780944157106833,1780944162784396,304,ok,,length
255,critical,,critical,0,,0,,0,true,1093,205,0,0,0,0,0,,0,1100,49983114,1780944159303299,1780944159398588,1780944163218852,206,ok,,length
261,sheddable,,sheddable,6,,0,,0,true,1425,157,0,0,0,0,0,,0,1420,51212038,1780944160531869,1780944160624808,1780944163509514,158,ok,,length
247,critical,,critical,0,,0,,0,true,731,300,0,0,0,0,0,,0,744,48699171,1780944158018927,1780944158082675,1780944163645615,301,ok,,length
237,critical,,critical,0,,0,,0,true,913,349,0,0,0,0,0,,0,908,47800994,1780944157121927,1780944157260200,1780944163831342,350,ok,,length
257,critical,,critical,0,,0,,0,true,880,221,0,0,0,0,0,,0,876,50458360,1780944159778466,1780944159846948,1780944163921396,222,ok,,length
251,sheddable,,sheddable,6,,0,,0,true,1107,304,0,0,0,0,0,,0,1085,49034992,1780944158354952,1780944158445117,1780944163997234,305,ok,,length
258,critical,,critical,0,,0,,0,true,789,207,0,0,0,0,0,,0,785,50790631,1780944160110788,1780944160187398,1780944163997259,208,ok,,length
250,critical,,critical,0,,0,,0,true,845,321,0,0,0,0,0,,0,859,48981627,1780944158302091,1780944158376146,1780944164286014,322,ok,,length
253,critical,,critical,0,,0,,0,true,1122,298,0,0,0,0,0,,0,1143,49463883,1780944158783928,1780944158870291,1780944164302266,299,ok,,length
249,sheddable,,sheddable,6,,0,,0,true,739,337,0,0,0,0,0,,0,722,48872283,1780944158191879,1780944158287874,1780944164595046,338,ok,,length
260,sheddable,,sheddable,6,,0,,0,true,994,235,0,0,0,0,0,,0,995,51099087,1780944160418972,1780944160499235,1780944165011336,236,ok,,length
259,sheddable,,sheddable,6,,0,,0,true,964,248,0,0,0,0,0,,0,959,50877762,1780944160197315,1780944160278423,1780944165024966,249,ok,,length
256,sheddable,,sheddable,6,,0,,0,true,749,316,0,0,0,0,0,,0,752,50177650,1780944159497881,1780944159575095,1780944165633344,317,ok,,length
267,sheddable,,sheddable,6,,0,,0,true,950,203,0,0,0,0,0,,0,958,52502639,1780944161822569,1780944161900734,1780944165833585,204,ok,,length
264,sheddable,,sheddable,6,,0,,0,true,315,236,0,0,0,0,0,,0,323,51994045,1780944161313729,1780944161369200,1780944165910804,237,ok,,length
265,critical,,critical,0,,0,,0,true,1074,235,0,0,0,0,0,,0,1058,52207730,1780944161527619,1780944161617274,1780944166226221,236,ok,,length
270,sheddable,,sheddable,6,,0,,0,true,1150,163,0,0,0,0,0,,0,1164,53519851,1780944162839966,1780944162926465,1780944166287147,164,ok,,length
268,critical,,critical,0,,0,,0,true,792,218,0,0,0,0,0,,0,784,52755642,1780944162075372,1780944162154285,1780944166560469,219,ok,,length
254,sheddable,,sheddable,6,,0,,0,true,933,377,0,0,0,0,0,,0,914,49868729,1780944159188850,1780944159266963,1780944166589809,378,ok,,length
266,critical,,critical,0,,0,,0,true,1136,256,0,0,0,0,0,,0,1135,52342900,1780944161663045,1780944161747578,1780944166794177,257,ok,,length
269,critical,,critical,0,,0,,0,true,1246,228,0,0,0,0,0,,0,1254,53281332,1780944162601287,1780944162692533,1780944167409643,229,ok,,length
263,sheddable,,sheddable,6,,0,,0,true,1387,339,0,0,0,0,0,,0,1404,51567020,1780944160886644,1780944160978111,1780944167662060,340,ok,,length
276,critical,,critical,0,,0,,0,true,623,186,0,0,0,0,0,,0,586,54384189,1780944163703659,1780944163770790,1780944167694597,187,ok,,length
278,critical,,critical,0,,0,,0,true,505,172,0,0,0,0,0,,0,516,54666782,1780944163986798,1780944164039356,1780944167711054,173,ok,,length
262,critical,,critical,0,,0,,0,true,1163,366,0,0,0,0,0,,0,1158,51239732,1780944160559454,1780944160697401,1780944167854977,367,ok,,length
282,critical,,critical,0,,0,,0,true,949,167,0,0,0,0,0,,0,939,54990526,1780944164310447,1780944164468177,1780944167917858,168,ok,,length
288,sheddable,,sheddable,6,,0,,0,true,1162,160,0,0,0,0,0,,0,1163,55517486,1780944164837101,1780944164949712,1780944168138729,161,ok,,length
285,sheddable,,sheddable,6,,0,,0,true,1115,187,0,0,0,0,0,,0,1125,55264320,1780944164583964,1780944164662910,1780944168530899,188,ok,,length
275,sheddable,,sheddable,6,,0,,0,true,819,267,0,0,0,0,0,,0,819,53922327,1780944163241989,1780944163311512,1780944168719989,268,ok,,length
289,sheddable,,sheddable,6,,0,,0,true,404,190,0,0,0,0,0,,0,417,55649478,1780944164969264,1780944165024863,1780944168879738,191,ok,,length
286,sheddable,,sheddable,6,,0,,0,true,1089,210,0,0,0,0,0,,0,1103,55356650,1780944164676394,1780944164764045,1780944169010014,211,ok,,length
281,critical,,critical,0,,0,,0,true,1409,232,0,0,0,0,0,,0,1405,54966646,1780944164286079,1780944164378655,1780944169118150,233,ok,,length
277,sheddable,,sheddable,6,,0,,0,true,969,257,0,0,0,0,0,,0,952,54491638,1780944163811257,1780944163890304,1780944169118208,258,ok,,length
284,critical,,critical,0,,0,,0,true,643,238,0,0,0,0,0,,0,647,55101201,1780944164421635,1780944164518477,1780944169308512,239,ok,,length
271,critical,,critical,0,,0,,0,true,746,317,0,0,0,0,0,,0,748,53579777,1780944162899989,1780944162979058,1780944169386184,318,ok,,length
