execution,arm,workload,slo_class,n,ttft_mean,ttft_p50,ttft_p95,ttft_p99,tpot_mean,tpot_p50,tpot_p95,tpot_p99,e2e_mean,e2e_p50,e2e_p95,e2e_p99
results.1,quartic,balanced_15,critical,3632.0,11475.923088105728,11089.199,19937.372899999995,26165.5697,72.03922307332701,72.18097480997403,80.47295696338837,87.15427686222068,29842.073998623346,29584.965,40943.5308,47680.48307
results.1,quartic,balanced_15,sheddable,3667.0,94138.33436623943,110863.468,158354.7696,160739.87868,67.54695850900978,68.9485570934256,76.16924736554736,79.53406485013903,111396.54865830377,124218.451,177296.5421,182100.24486
results.1,quartic,balanced_5,critical,1135.0,89.69693215859031,83.31,142.40399999999997,167.6184,18.71003119882761,18.538464435146444,20.92756827586207,21.534430880174444,4835.5733955947135,4821.385,6712.6759,7499.689180000002
results.1,quartic,balanced_5,sheddable,1165.0,90.436678111588,83.799,144.8962,184.4194799999999,18.715454210680313,18.573634241245138,21.05651243378905,21.56965436670856,4843.918541630901,4851.188,6879.9546,7774.673519999996
results.1,quartic,balanced_8,critical,1877.0,117.75614384656367,104.466,198.10039999999984,255.1096,24.03110942817127,23.514366834170854,30.489492749731465,32.95945553456343,6248.484603090037,6176.5,9135.322999999997,10780.91804
results.1,quartic,balanced_8,sheddable,1923.0,120.1126838273531,108.302,204.8675,270.79683999999986,24.085596362828728,23.388407894736844,30.957060936897573,34.788975952523955,6223.379255850235,6172.262,9194.1291,10827.0269
results.1,quarticceiling,balanced_10,critical,2384.0,151.27483095637584,132.1165,284.7095999999999,392.95209,31.965839219071295,31.120490942028987,44.563052346249556,47.37438098313165,8314.027996224833,8154.6485,12692.027549999999,14910.42727
results.1,quarticceiling,balanced_10,sheddable,2416.0,163.86307740066226,138.0505,316.69575,625.7846499999996,31.93135882638388,30.920136621472054,44.65591357148059,47.41083524311799,8262.591201986756,8045.931500000001,12749.264749999998,15207.790449999999
results.1,quarticceiling,balanced_15,critical,3633.0,5093.999344343518,3975.445,14018.744399999998,18487.393239999994,60.27382678676916,60.417913194444445,71.06962642614599,77.55010793748444,20510.46100715662,19770.242,32085.703999999998,38357.195999999974
results.1,quarticceiling,balanced_15,sheddable,3667.0,109972.30223425143,125728.886,176080.58839999998,182852.7977,60.903677267756,61.69706644518273,74.52754268363216,81.2819617123288,125476.8248475593,140290.927,192129.6327,201235.56660000002
