request_id,client_id,tenant_id,slo_class,vllm_priority,session_id,round_index,prefix_group,prefix_length,streaming,input_tokens,output_tokens,text_tokens,image_tokens,audio_tokens,video_tokens,reason_ratio,model,deadline_us,server_input_tokens,arrival_time_us,send_time_us,first_chunk_time_us,last_chunk_time_us,num_chunks,status,error_message,finish_reason
203,sheddable,,sheddable,6,,0,,0,true,912,142,0,0,0,0,0,,0,916,39708425,1780951396321587,1780951396393242,1780951398828426,143,ok,,length
206,sheddable,,sheddable,6,,0,,0,true,1218,191,0,0,0,0,0,,0,1230,40079478,1780951396692680,1780951396806502,1780951400142773,192,ok,,length
202,critical,,critical,0,,0,,0,true,1485,236,0,0,0,0,0,,0,1463,39513502,1780951396127295,1780951396228960,1780951400373378,237,ok,,length
201,sheddable,,sheddable,6,,0,,0,true,1029,264,0,0,0,0,0,,0,1015,39415681,1780951396029330,1780951396116946,1780951400807417,265,ok,,length
200,critical,,critical,0,,0,,0,true,535,284,0,0,0,0,0,,0,524,39325282,1780951395938568,1780951396033634,1780951401110293,285,ok,,length
214,sheddable,,sheddable,6,,0,,0,true,654,141,0,0,0,0,0,,0,679,42076762,1780951398689614,1780951398749478,1780951401284609,142,ok,,length
207,sheddable,,sheddable,6,,0,,0,true,758,246,0,0,0,0,0,,0,780,40608402,1780951397221912,1780951397277508,1780951401598619,247,ok,,length
205,sheddable,,sheddable,6,,0,,0,true,840,303,0,0,0,0,0,,0,847,40046426,1780951396660287,1780951396734775,1780951402036494,304,ok,,length
211,critical,,critical,0,,0,,0,true,1141,220,0,0,0,0,0,,0,1107,41475349,1780951398088246,1780951398180298,1780951402067643,221,ok,,length
212,critical,,critical,0,,0,,0,true,1229,232,0,0,0,0,0,,0,1239,41568157,1780951398181686,1780951398270049,1780951402296330,233,ok,,length
204,critical,,critical,0,,0,,0,true,865,335,0,0,0,0,0,,0,847,39871754,1780951396484929,1780951396555387,1780951402372083,336,ok,,length
208,sheddable,,sheddable,6,,0,,0,true,902,293,0,0,0,0,0,,0,890,40859557,1780951397473132,1780951397543647,1780951402661778,294,ok,,length
209,critical,,critical,0,,0,,0,true,637,284,0,0,0,0,0,,0,651,41059816,1780951397673388,1780951397744691,1780951402708426,285,ok,,length
213,sheddable,,sheddable,6,,0,,0,true,709,269,0,0,0,0,0,,0,697,41627583,1780951398241042,1780951398321527,1780951402966164,270,ok,,length
218,sheddable,,sheddable,6,,0,,0,true,1285,227,0,0,0,0,0,,0,1296,42640359,1780951399253909,1780951399409279,1780951403293252,228,ok,,length
210,critical,,critical,0,,0,,0,true,639,344,0,0,0,0,0,,0,669,41289371,1780951397902283,1780951397974265,1780951404018003,345,ok,,length
215,sheddable,,sheddable,6,,0,,0,true,760,296,0,0,0,0,0,,0,762,42524802,1780951399138410,1780951399189522,1780951404404543,297,ok,,length
220,sheddable,,sheddable,6,,0,,0,true,1011,276,0,0,0,0,0,,0,1017,43225959,1780951399839130,1780951399941734,1780951404881011,277,ok,,length
223,sheddable,,sheddable,6,,0,,0,true,831,214,0,0,0,0,0,,0,848,44312819,1780951400925714,1780951400987389,1780951404896610,215,ok,,length
222,critical,,critical,0,,0,,0,true,1236,241,0,0,0,0,0,,0,1241,43973105,1780951400586588,1780951400661206,1780951405042879,242,ok,,length
216,sheddable,,sheddable,6,,0,,0,true,1170,327,0,0,0,0,0,,0,1153,42580671,1780951399194058,1780951399275793,1780951405215997,328,ok,,length
219,critical,,critical,0,,0,,0,true,1623,319,0,0,0,0,0,,0,1629,43158176,1780951399771867,1780951399870158,1780951405636940,320,ok,,length
217,critical,,critical,0,,0,,0,true,1071,359,0,0,0,0,0,,0,1054,42613169,1780951399226014,1780951399393502,1780951405889143,360,ok,,length
224,critical,,critical,0,,0,,0,true,906,268,0,0,0,0,0,,0,923,44376191,1780951400989662,1780951401061979,1780951405968679,269,ok,,length
226,critical,,critical,0,,0,,0,true,1154,255,0,0,0,0,0,,0,1195,44978486,1780951401592323,1780951401675716,1780951406398748,256,ok,,length
227,critical,,critical,0,,0,,0,true,775,267,0,0,0,0,0,,0,782,45154693,1780951401768109,1780951401834382,1780951406786775,268,ok,,length
221,critical,,critical,0,,0,,0,true,521,344,0,0,0,0,0,,0,516,43817450,1780951400431120,1780951400486295,1780951406818758,345,ok,,length
225,sheddable,,sheddable,6,,0,,0,true,706,301,0,0,0,0,0,,0,689,44749884,1780951401363735,1780951401412706,1780951406963231,302,ok,,length
234,sheddable,,sheddable,6,,0,,0,true,1346,170,0,0,0,0,0,,0,1316,47095708,1780951403709437,1780951403808726,1780951407089849,171,ok,,length
228,critical,,critical,0,,0,,0,true,1464,278,0,0,0,0,0,,0,1475,45767917,1780951402381622,1780951402474968,1780951407659902,279,ok,,length
231,critical,,critical,0,,0,,0,true,549,246,0,0,0,0,0,,0,564,46619652,1780951403232637,1780951403292815,1780951408030641,247,ok,,length
239,sheddable,,sheddable,6,,0,,0,true,869,178,0,0,0,0,0,,0,894,47883983,1780951404497352,1780951404625499,1780951408046938,179,ok,,length
238,critical,,critical,0,,0,,0,true,896,191,0,0,0,0,0,,0,885,47883759,1780951404497486,1780951404625458,1780951408294800,192,ok,,length
232,sheddable,,sheddable,6,,0,,0,true,524,257,0,0,0,0,0,,0,529,46799512,1780951403412931,1780951403465315,1780951408422140,258,ok,,length
241,sheddable,,sheddable,6,,0,,0,true,567,209,0,0,0,0,0,,0,573,48023015,1780951404636870,1780951404758222,1780951408641949,210,ok,,length
229,critical,,critical,0,,0,,0,true,1216,319,0,0,0,0,0,,0,1198,46082403,1780951402696264,1780951402784122,1780951408753355,320,ok,,length
233,sheddable,,sheddable,6,,0,,0,true,1293,271,0,0,0,0,0,,0,1316,47029777,1780951403643032,1780951403731566,1780951408922207,272,ok,,length
252,sheddable,,sheddable,6,,0,,0,true,1505,175,0,0,0,0,0,,0,1528,49326964,1780951405940372,1780951406035280,1780951409224491,176,ok,,length
240,critical,,critical,0,,0,,0,true,975,249,0,0,0,0,0,,0,972,48017370,1780951404630793,1780951404758438,1780951409384104,250,ok,,length
244,critical,,critical,0,,0,,0,true,513,244,0,0,0,0,0,,0,507,48329317,1780951404942534,1780951404997197,1780951409507792,245,ok,,length
248,sheddable,,sheddable,6,,0,,0,true,1074,215,0,0,0,0,0,,0,1064,48850723,1780951405464367,1780951405550828,1780951409525611,216,ok,,length
